id,kind,priority,claim,as_recorded,confidence,flags,is_new,quote,source,notes,verdict,reviewer_note
lineage:qamar-ali-shah:disciple_of:syed-sakhi-shah-chan-charagh:740161f6,lineage,2,Qamar Ali Shah — disciple of — Syed Sakhi Shah Chan Charagh,,0.7,,subject,"The saint's spiritual legacy is said to have been carried forward by a circle of disciples, among whom tradition names Sakhi Shah Raza, Qamar Ali Shah, and Sakhi Shah Sharaf",data/shrines.csv#darbar-sakhi-shah-chan-charagh,"0.7, same hedged sentence as the other two of the circle.",,
lineage:rasool-shah-gilani-suhrawardi:successor_of:miraj-ud-din-gilani-suhrawardi:ea327734,lineage,2,Rasool Shah Gilani Suhrawardi — successor of — Miraj-ud-Din Gilani Suhrawardi,,0.7,,subject object,"after him to Rasool Shah Gilani Suhrawardi, likewise buried at the shrine",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,"Confidence lowered — the succession is given as a bare list (""after him to ...""), with no statement of how the seat passed.",,
lineage:sai-chanduram:successor_of:sant-baba-asudaram-sakhi-baba:2bdabae1,lineage,2,Sai Chanduram — successor of — Sant Baba Asudaram (Sakhi Baba),,0.7,,subject,"was succeeded by his son Sai Chanduram, whose activity later shifted to Lucknow in India",data/shrines.csv#sant-baba-asudaram-darbar-panno-aqil,"Confidence lowered — ""succeeded by his son"" without saying what was succeeded to (the gaddi, or the running of the darbar). Also in familyRelations.",,
lineage:sakhi-shah-raza:disciple_of:syed-sakhi-shah-chan-charagh:740161f6,lineage,2,Sakhi Shah Raza — disciple of — Syed Sakhi Shah Chan Charagh,,0.7,,subject,"The saint's spiritual legacy is said to have been carried forward by a circle of disciples, among whom tradition names Sakhi Shah Raza, Qamar Ali Shah, and Sakhi Shah Sharaf",data/shrines.csv#darbar-sakhi-shah-chan-charagh,"0.7: ""is said to have been"" and ""tradition names"". NOT the same man as Hazrat Shah Raza Qadri Shattari, Shah Inayat Qadiri's master — see saintDoNotMerge.",,
lineage:sakhi-shah-sharaf:disciple_of:syed-sakhi-shah-chan-charagh:740161f6,lineage,2,Sakhi Shah Sharaf — disciple of — Syed Sakhi Shah Chan Charagh,,0.7,,subject,"The saint's spiritual legacy is said to have been carried forward by a circle of disciples, among whom tradition names Sakhi Shah Raza, Qamar Ali Shah, and Sakhi Shah Sharaf",data/shrines.csv#darbar-sakhi-shah-chan-charagh,"0.7. The same sentence goes on to name a fourth, Kochak Ali Sultan, ""a Mughal prince who ... abandoned a life of ease for the path of the dervish"" — a devotee in a story rather than a disciple in the list of three, so he is not proposed.",,
lineage:shah-inayat-qadiri:disciple_of:hazrat-shah-raza-qadri-shattari:27f8fd74,lineage,2,Shah Inayat Qadiri — disciple of — Hazrat Shah Raza Qadri Shattari,,0.7,,object,and named in a 2026 field survey as Hazrat Shah Raza Qadri Shattari; the two names are close but not identical,data/shrines.csv#shrine-of-shah-inayat-qadiri,"See the preceding proposal. Same source sentence, competing name for the same teacher.",,
lineage:shah-inayat-qadiri:disciple_of:muhammad-ali-raza-shattari:a427f705,lineage,2,Shah Inayat Qadiri — disciple of — Muhammad Ali Raza Shattari,,0.7,,object,Shah Inayat trained under a Shattari Sufi teacher — named in earlier sourcing for this entry as Muhammad Ali Raza Shattari,data/shrines.csv#shrine-of-shah-inayat-qadiri,The entry deliberately records two different names for the same teacher and refuses to prefer one. Both proposed; neither should be resolved without a new source.,,
lineage:shahid-rasool-shah-gilani-suhrawardi:successor_of:rasool-shah-gilani-suhrawardi:19998447,lineage,2,Shahid Rasool Shah Gilani Suhrawardi — successor of — Rasool Shah Gilani Suhrawardi,,0.7,,subject object,"it is now held by the latter’s son, Shahid Rasool Shah Gilani Suhrawardi, who oversees the darbar and continues to accept the allegiance of new disciples",data/shrines.csv#shrine-of-abul-faiz-qalander-ali-suharwardi,"Confidence lowered — the holder of the gaddi is stated, but as inheritance by son rather than a described spiritual succession. Also in familyRelations.",,
lineage:syed-sakhi-shah-chan-charagh:disciple_of:sayyid-shah-inayat:4d8317b7,lineage,2,Syed Sakhi Shah Chan Charagh (Shah Zaman) — disciple of — Sayyid Shah Inayat,,0.7,,object,"He is said to have been the disciple of his own maternal uncle, Sayyid Shah Inayat, himself a celebrated *wali* or friend of God",data/shrines.csv#darbar-sakhi-shah-chan-charagh,"Confidence lowered — hedged (""is said to have been""). IMPORTANT: this ""Sayyid Shah Inayat"" is the saint's maternal uncle in the Pothohar and must NOT be merged with the existing saint `shah-inayat-qadiri` of Mozang, Lahore (Bulleh Shah's murshid) on the strength of the name alone.",,
lineage:syed-shah-jamal-uddin-naqvi-bukhari:disciple_of:sheikh-khokar-baig-suhrawardi:c9cc6fda,lineage,2,Syed Shah Jamal Uddin Naqvi Bukhari — disciple of — Sheikh Khokar Baig Suhrawardi,,0.7,,object,"a special disciple, tradition holds, of Sheikh Khokar Baig Suhrawardi",data/shrines.csv#shrine-of-shah-jamal,"Confidence lowered — hedged as ""tradition holds""; the named master is otherwise undocumented in this corpus.",,
lineage:waris-shah:disciple_of:makhdoom-of-kasur:15ec1557,lineage,2,Waris Shah — disciple of — Makhdoom of Kasur,,0.7,,object,tracing his discipleship to the line of the saint Makhdoom of Kasur,data/shrines.csv#mausoleum-of-waris-shah,"Confidence lowered — ""to the line of"" is a chain-level claim, not a stated personal teacher; and the object is named only by title and place.",,
order:bibi-jawindi:suhrawardiyya:e5e3d927,order,2,Bibi Jawindi — belongs to — suhrawardiyya,Suhrawardi,0.7,,,Bibi Jawindi is remembered as a pious woman of the Jalali Bukhari line — by tradition a great-granddaughter of the celebrated saint Makhdoom Jahaniyan Jahangasht — venerated for her holiness.,data/shrines.csv#tomb-of-javindi-bibi,"0.7: the prose places her in the ""Jalali Bukhari line"" (a descent group) and never names an order for her; the row's other Suhrawardi mention is about the tomb style of ""the Suhrawardi saints"". Also note a modelling clash: existing-saints.json attaches this shrine to jalaluddin-surkh-posh-bukhari, not to Bibi Jawindi, who has no saint node.",,
order:ghazi-syed-shah-fateh-muhammad-bukhari:suhrawardiyya:143f55f9,order,2,Ghazi Syed Shah Fateh Muhammad Bukhari — belongs to — suhrawardiyya,Suhrawardi,0.7,,,"the saint honoured at Wadpagga, Ghazi Baba, belonged to the *Bukhari sayyids*, that widely revered lineage which traces its descent through the great Suhrawardi saints of the medieval Punjab and Sindh",data/shrines.csv#wadpagga-sharif,"0.7: descent through Suhrawardi saints, not a stated initiation. The row's other order sentence lists ""Suhrawardi, Qadiri, Naqshbandi"" as the movements that took root around Peshawar generally — not as this saint's affiliations, and not proposed as such.",,
order:hazrat-bahaal-halim:suhrawardiyya:edf66dfd,order,2,Hazrat Baha'al-Halim — belongs to — suhrawardiyya,Suhrawardi,0.7,,,the ancient town in Bahawalpur district that was for centuries a great centre of the Suhrawardi order and of the Bukhari Sayyids,data/shrines.csv#tomb-of-bahaal-halim-uch-sharif,"0.7: the column gives the order, but the only prose support states it of Uch Sharif as a place, not of this figure. Nothing in the row describes his own initiation or teachers.",,
order:hazrat-mian-qurban-ali-shah:naqshbandiyya:ffdf9ab8,order,2,Hazrat Mian Qurban Ali Shah Sarkar — belongs to — naqshbandiyya (branch: Naqshbandī Mujaddidī),"Naqshbandī Mujaddidī (survey answer as written: ""Naqshbandi Majdadi - Ahl e Sunnat""; ""Ahl e Sunnat"" is the sect answer, not a *silsila*)",0.7,,saint,"The survey records the site's affiliation as Naqshbandī Mujaddidī, within Ahl-e Sunnat",entries/entry_mian_qurban_ali_shah.md,"Not in the 169-row corpus and not in existing-saints.json — a drafted entry only, so the shrineSlug here is derived from the entry title and is NOT yet a dataset slug. 0.7 because the entry's own qa_note says ""SILSILA UNSUPPORTED BY THE BIOGRAPHY ... The silsila field therefore rests on the one-line Q5 answer alone.""",,
order:hazrat-wasif-ali-wasif:chishtiyya + qadiriyya:47044d69,order,2,Hazrat Wasif Ali Wasif Awan — belongs to — chishtiyya + qadiriyya (branch: Chishti Qadri),"Chishti Qadri — the survey states allegiance (bai'at) to ""Hazrat Shah Niyaz Ahmad Chisti Qadri""; see note on the source wording below",0.7,,,"Kandan Kabila, Ahl e Sunnat, Awaz belong in past with Hazrat Ali (R.A), Baithi Hazrat Shah Niyaz Ahmad Chisti Qadri.",data/shrines.csv#darbar-wasif-ali-wasif,"0.7: ""Chishti Qadri"" appears in the source only as part of his murshid's name (bai'at to ""Hazrat Shah Niyaz Ahmad Chisti Qadri""), and the entry itself says the survey wording ""is not fully grammatical and is reproduced here"". Allegiance to a Chishti Qadri master is the recorded fact; his own dual membership is an inference. ""Ahl e Sunnat"" is a sect, not an order. Not in existing-saints.json.",,
order:pir-syed-muhammad-channan-shah-nuri:naqshbandiyya:f932d95a,order,2,Pir Syed Muhammad Channan Shah Nuri — belongs to — naqshbandiyya,Naqshbandi,0.7,,,"**Pir Syed Muhammad Channan Shah Nuri** is the figure recorded in our database for this site, in the Naqshbandi tradition.",data/shrines.csv#allo-mahar,"Held at 0.7 deliberately: this row's principal figure is unresolved (see docs/allo_mahar_resolution.md; needs_review=figure_unresolved). The order is recorded for the named figure, but the description states the entry is awaiting a field visit to establish whose tomb the shrine is. Do not merge without that visit.",,
dates:baba-bankhandi-maharaj:defb0e35,dates,3,Baba Bankhandi Maharaj — no date [unclear],unrecorded,0.95,,,"The founding of Sadh Belo is attributed to the *Udasi* saint Baba Bankhandi Maharaj, born Balchand Sharma, whose origins are variously traced, according to differing accounts, to Kero",data/shrines.csv#sadh-belo-sadh-belo-island-temple,,,
dates:baba-pir-ratan-nath:b0072c62,dates,3,Baba Pir Ratan Nath — no date [unclear],unrecorded,0.95,,,"the details of his life are wrapped in legend and cannot be fixed with confidence to a particular century, and the tradition should be received as sacred memory rather than",data/shrines.csv#dargah-pir-ratan-nath-jee,,,
dates:bahauddin-zakariya:558e82cb,dates,3,"Bahauddin Zakariya — b. around 1170 (prose: ""c. 1170""), d. 1267 [CE]",circa,0.95,,,"Baha-ud-Din Zakariya was born around 1170 near Multan, into a Qureshi family of Arab descent that had settled in the region. He pursued",data/shrines.csv#shrine-of-bahauddin-zakariya,,,
dates:bhagat-kanwar-ram:5cde7e6a,dates,3,"Bhagat Kanwar Ram — b. 13 April 1885, d. November 1939 (assassinated at Ruk railway station) [CE]",year,0.95,,,"Kanwar Ram — born 13 April 1885 at Tarachand's house in Jarwar, then part of Mirpur Mathelo tehsil, and a disciple of Sant Satram Das (1866-1910) — was also remembered for singing the",data/shrines.csv#sant-bhagat-kanwar-ram-temple-chak,,,
dates:bhagwan-swaminarayan:e385d4c6,dates,3,"Bhagwan Swaminarayan — b. 1781, d. 1830 [CE]",year,0.95,,,"The Swaminarayan movement takes its name from *Swaminarayan* (Sahajanand Swami, 1781–1830), the reformer and teacher who gathered a large following across Gujarat and",data/shrines.csv#shri-swaminarayan-mandir-karachi,,,
dates:bhai-taru:b2208e64,dates,3,"Bhai Taru — b. around 1720 (prose: ""c. 1720""), d. 1 July 1745 [CE]",exact-date,0.95,,,"Bhai Taru Singh, having outlived his persecutor, is said to have given up his life of his own will on 1 July 1745. His fortitude made him",data/shrines.csv#gurdwara-shaheed-bhai-taru-singh,,,
dates:bibi-jawindi:bbf23007,dates,3,Bibi Jawindi — no date [unclear],unrecorded,0.95,,,Bibi Jawindi is remembered as a pious woman of the Jalali Bukhari line — by tradition a great-granddaughter of the celebrated saint Makhdoom Jahaniyan Jahangasht — venerated for her,data/shrines.csv#tomb-of-javindi-bibi,,,
dates:bulleh-shah:be5359e1,dates,3,"Bulleh Shah — b. around 1680, d. around 1757 [CE]",circa,0.95,,,"Bulleh Shah was born around 1680, into a respected Sayyid family; his father was a learned and pious man, an imam and teacher,",data/shrines.csv#mazar-of-bulleh-shah,,,
dates:daud-bandagi-kirmani:9c458c5c,dates,3,"Daud Bandagi Kirmani — b. 1513, d. 1575 [CE]",year,0.95,,,"Daud, honoured with the title *Bandagi* (“servitude,” marking his devotion) and the epithet *Kirmani* for his family’s origins, was born in 1513. He gave himself to religious learning and",data/shrines.csv#shergarh,,,
dates:fariduddin-ganjshakar:b7dcda95,dates,3,"Fariduddin Ganjshakar — b. around 1173 (prose: ""c. 1173""), d. 1266 [CE]",circa,0.95,,,"Farid was born around 1173 at Kothewal, near Multan, into a family of learned émigrés of Central Asian origin; his grandfather is said to have come",data/shrines.csv#shrine-of-fariduddin-ganjshakar,,,
dates:ganj-e-inayat-sarkar:6bbda2d1,dates,3,"Ganj e Inayat Sarkar — b. 18 November 1937, d. 2011 [CE]",year,0.95,,,"Muhammad Inayat Ahmad was born on 18 November 1937 at Kalisaah, a village of the Kashmir valley, into a household known for both learning and piety.",data/shrines.csv#shrine-of-ganj-e-inayat-sarkar,,,
dates:ghazi-ilm-din-shaheed:950e61ee,dates,3,"Ghazi Ilm Din Shaheed — b. 4 December 1908, d. 31 October 1929 [CE]",exact-date,0.95,,,"Ghazi Ilm Din was born on 4 December 1908 in Lahore to a family of carpenters (*tarkhan*); his father's name is given as Taleh Mand. He had two brothers, one a fellow carpenter",data/shrines.csv#darbar-ghazi-ilm-din-shaheed,,,
dates:ghazi-syed-shah-fateh-muhammad-bukhari:3cc364d1,dates,3,Ghazi Syed Shah Fateh Muhammad Bukhari — no date [unclear],unrecorded,0.95,,,"Because the detailed record of his life survives chiefly in family and devotional tradition rather than in independent chronicle, the particulars of his dates and deeds are best received as",data/shrines.csv#wadpagga-sharif,,,
dates:guru-gobind-singh:8fb86ffe,dates,3,Guru Gobind Singh — d. 1708 [CE],year,0.95,,,"the era of *Guru Gobind Singh* (the tenth Guru, died 1708). It took its enduring form, however, during the",data/shrines.csv#gurdwara-bhai-beba-singh,,,
dates:guru-ram-das:a1f92e54,dates,3,"Guru Ram Das — b. 1534, d. 1581 [CE]",year,0.95,,,"Ram Das was born in the Chuna Mandi bazaar of Lahore in 1534, in a family of modest means, and was known in his boyhood as Bhai Jetha. Orphaned",data/shrines.csv#gurdwara-guru-ram-das-ji,,,
dates:hazrat-bahaal-halim:7e2f02cc,dates,3,Hazrat Baha'al-Halim — no date [unclear],unrecorded,0.95,,,"the exact dates of his life are not securely recorded and are best treated with caution. The mausoleum is an octagonal, three-tiered structure of",data/shrines.csv#tomb-of-bahaal-halim-uch-sharif,,,
dates:hazrat-hafiz-muhammad-jamal-multani:f6235205,dates,3,"Hazrat Hafiz Muhammad Jamal Multani — b. around 1747 (1160 AH), d. 1811 [both]",circa,0.95,,,"Born at Multan around 1747 (1160 AH) and dying in 1811, Hafiz Jamal was a disciple of *Khwaja Noor Muhammad Maharvi*, a leading Chishti master of the",data/shrines.csv#shrine-of-hafiz-muhammad-jamal-multani,,,
dates:hazrat-meeran-muhammad-shah-bukhari:5ee1b621,dates,3,"Hazrat Meeran Muhammad Shah Bukhari — b. 1533, d. 1604 [CE]",year,0.95,,,"commemorates a saint born in 1533 in Uch Sharif, the son of Safi-ud-Din Bukhari of the Sadaat of that town, a descendant of Jalaluddin Surkh-Posh",data/shrines.csv#shrine-of-mauj-darya-bukhari,,,
dates:hazrat-muhammad-ayub-shah-bukhari:bf3aca15,dates,3,Hazrat Muhammad Ayub Shah Bukhari — no date [unclear],unrecorded,0.95,,,"the documented history of the saint is thin and his dates uncertain, so his biography is best treated as living tradition rather than established record; the *Bukhari*",data/shrines.csv#shrine-of-hazrat-muhammad-ayub-shah-bukhari,,,
dates:hazrat-shah-ali-akbar-shamsi:42ff3c67,dates,3,Hazrat Shah Ali Akbar Shamsi — no date [unclear],unrecorded,0.95,,,construction of the mausoleum began in 993 AH (about 1585 CE) and took some fifteen years to complete; it is said to have been raised by the saint's,data/shrines.csv#shrine-of-hazrat-shah-ali-akbar-shah-ali-akbar-shamsi,,,
dates:jahaniyan-jahangasht:508eaa6c,dates,3,"Jahaniyan Jahangasht — b. 1308, d. 1384 [CE]",year,0.95,,,"Born at Uch in 1308 into the Bukhari sayyid family founded by his grandfather Surkh-Posh, Jalaluddin was schooled in the religious sciences and the",data/shrines.csv#shrine-of-makhdoom-jahaniyan-jahangasht,,,
dates:jalaluddin-surkh-posh-bukhari:acb002cf,dates,3,"Jalaluddin Surkh-Posh Bukhari — b. 1192, d. 1291 [CE]",year,0.95,,,"Sayyid Jalaluddin was born in 1192 at Bukhara, in Central Asia, into a family of Sayyids tracing descent from the Prophet. Migrating southward in the",data/shrines.csv#shrine-of-jalaluddin-surkh-posh-bukhari-jalaluddin-bukhari,,,
dates:khawaja-feroz-ud-din-gharib-nawaz:a4882d75,dates,3,"Hazrat Khawaja Feroz-ud-Din Gharib Nawaz Chishti Nizami — d. Friday, 27 November 1981 [CE]",exact-date,0.95,,saint,"He died suddenly of a liver ailment on Friday, 27 November 1981, and his disciples built his shrine at Miani Sahib, where — the survey says — a crowd",data/shrines.csv#darbar-hazrat-khawaja-feroz-ud-din-gharib-nawaz-chishti-nizami,,,
dates:khwaja-ghulam-farid:8a848822,dates,3,"Khwaja Ghulam Farid — b. 1845, d. 1901 [CE]",year,0.95,,,He died in 1901 at Chachran and was buried at Kot Mithan. ## The Poetry Khwaja Ghulam Farid’s fame rests on,data/shrines.csv#mithankot-kot-mithan,,,
dates:khwaja-muhammad-zaman-sultan-al-aulia:1f6d3d28,dates,3,"Khwaja Muhammad Zaman ""Sultan al-Aulia"" — b. 1713, d. January 1775 [CE]",year,0.95,,,"He died in January 1775 and was buried at Luari, where his tomb and the vaulted chambers of his successors form the",data/shrines.csv#dargah-of-khwaja-muhammad-zaman-luari-sharif,,,
dates:laki-shah-saddar:9d75f762,dates,3,Laki Shah Saddar — no date [unclear],unrecorded,0.95,,,"Precise dates for his life have not been securely established, and devotees emphasise his spiritual station and the miracles (*karamat*) attributed",data/shrines.csv#shrine-of-lakhi-shah-saddar,,,
dates:lal-shahbaz-qalandar:08994eea,dates,3,"Lal Shahbaz Qalandar — b. around 1177 (prose: ""c. 1177""), d. around 1274 [CE]",circa,0.95,,,"Sayyid Usman Marwandi — known to the world as Lal Shahbaz Qalandar — was born around 1177 at Marwand, in the Persian-speaking lands to the west (in the region of present-day",data/shrines.csv#lal-shahbaz-qalandar,,,
dates:makhdoom-abdul-rahim-girhori:4489249b,dates,3,"Makhdoom Abdul Rahim Girhori — b. 1739, d. 1778 [CE]",year,0.95,,,a leading Naqshbandi mystic and scholar of eighteenth-century Sindh (1739–1778) who belonged to the Mangrio tribe and came to be known as *Girhori* after he settled at,data/shrines.csv#shrine-of-makhdoom-abdul-rahim-girhori,,,
dates:makhdoom-nooh:8486d255,dates,3,"Makhdoom Nooh — b. around 1500-1505, d. about 1590 [CE]",range,0.95,,,"with tradition placing his birth around 1500-1505 and his death about 1590. A Sufi of the *Suhrawardi* order, honoured also with an Uwaisi spiritual lineage, he is remembered as",data/shrines.csv#shrine-of-makhdoom-nooh-hala,,,
dates:mian-qurban-ali-shah:eed96182,dates,3,"Hazrat Mian Qurban Ali Shah Sarkar — b. 1341 AH (c. 1922–23 CE by calendar conversion), d. 25 Rabīʿ al-Thānī; year not stated in the survey [AH]",exact-date,0.95,,saint,"Hazrat Qurban Ali Shah was born in 1341 AH in Malerkotla, India, that his given name was Qurban Ali, and that people later came to call him Mian Qurban Ali Shah in recognition of",entries/entry_mian_qurban_ali_shah.md,,,
dates:muhammad-shamsuddin-sialvi:feca4fc4,dates,3,"Muhammad Shamsuddin Sialvi — b. 1799, d. 1883 [CE]",year,0.95,,,"Khwaja Muhammad Shamsuddin was born in 1799 at Sial Sharif into a devout family, and from his youth pursued the religious sciences and the Sufi path.",data/shrines.csv#sial-sharif,,,
dates:pir-chhatal-shah-noorani:0c806416,dates,3,Pir Chhatal Shah Noorani — no date [unclear],unrecorded,0.95,,,"asked who Chhatal Shah Noorani had been, the man replied simply, ""Only Allah knows!"" — adding only that he was ""a granter of wishes"" to Hindus and Muslims",data/shrines.csv#shrine-of-pir-chhatal-shah-noorani,,,
dates:pir-lakha:f6d7be68,dates,3,Pir Lakha — no date [unclear],unrecorded,0.95,,,"Because the life of the eponymous *pir* is essentially undocumented in accessible sources, only the shrine's living role as a pilgrimage-and-healing centre can be stated",data/shrines.csv#shrine-of-pir-lakha-aab-e-shifa-jhal-magsi,,,
dates:pir-meher-ali-shah:8091ac35,dates,3,"Pir Meher Ali Shah — b. 1859, d. 1937 [CE]",year,0.95,,,"Meher Ali Shah was born in 1859 at Golra, into a Sayyid family of learning and sanctity descended from the Prophet. He received a",data/shrines.csv#golra-sharif,,,
dates:pir-sher-muhammad:cb14ca13,dates,3,"Pir Sher Muhammad — b. 1865, d. 1928 [CE]",year,0.95,,,"Mian Sher Muhammad was born in 1865 at Sharaqpur into a devout family, and from his youth turned to the religious sciences and the Sufi",data/shrines.csv#shrine-of-pir-sher-muhammad,,,
dates:pir-syed-muhammad-rashid-shah-roze-dhani:1c681ad8,dates,3,"Pir Syed Muhammad Rashid Shah, ""Roze Dhani"" — b. 1757, d. 1818 [CE]",year,0.95,,,"Pir Syed Muhammad Rashid Shah (1757–1818), known by his honorific Roze Dhani, ""master of the shrine,"" the founder of the Rashidi Sufi order and an",data/shrines.csv#dargah-of-pir-muhammad-rashid-roze-dhani-pir-jo-goth,,,
dates:qalandar-baba-auliya:5886e119,dates,3,"Qalandar Baba Auliya — b. 1898, d. 1979 [CE]",year,0.95,,,"Muhammad Azeem was born in 1898 at Khurja, in the United Provinces of British India, into a Sayyid family, and is known by the spiritual title",data/shrines.csv#shrine-of-qalandar-baba-auliya,,,
dates:rahman-baba:b01e4874,dates,3,"Rahman Baba — b. around 1653, d. around 1711 [CE]",circa,0.95,,,"Abdur Rahman was born around 1653 near Peshawar, into the Mohmand tribe of the Pashtuns; he is remembered as a man of humble means and",data/shrines.csv#rahman-baba-mausoleum-rehman-baba-shrine,,,
dates:sachal-sarmast:3828e86d,dates,3,"Sachal Sarmast — b. 1739, d. 1827 [CE]",year,0.95,,,"Sachal Sarmast was born in 1739 at Daraza into a Sayyid family of the Farooqi line; his given name was Abdul Wahab, but he became known as *Sachal* — “the truthful” — and *Sarmast* — “the",data/shrines.csv#shrine-of-sachal-sarmast,,,
dates:sain-vali-vilayat-rai:dda68faa,dates,3,Sain Vali Vilayat Rai — b. 1825 [CE],year,0.95,,,"Its founder, Vali Vilayat Rai, was born in 1825 into a prosperous Hindu family of Old Hala; his father, Pratab Rai, had served as a *munshi*",data/shrines.csv#sain-vali-vilayat-rai-darbar-kambar,,,
dates:sant-baba-asudaram-sakhi-baba:b14355d3,dates,3,"Sant Baba Asudaram ""Sakhi Baba"" — b. 3 April 1895, d. 4 September 1960 [CE]",exact-date,0.95,,,"Asudaram (1895–1960), remembered by the honorific *Sakhi Baba*, ""the generous master,"" was born on 3 April 1895 in the village of Jatoin near Panno Aqil, the son of Bhai Ludhrodmal and",data/shrines.csv#sant-baba-asudaram-darbar-panno-aqil,,,
dates:satguru-swami-sai-satramdas-sahib:83b9aa77,dates,3,"Satguru Swami Sai Satramdas Sahib — b. 25 October 1866, d. 25 January 1910 [CE]",exact-date,0.95,,,"the revered Sindhi saint born here, according to the tradition, on 25 October 1866. He gave his life to spiritual teaching in the syncretic Sindhi devotional mould, preaching love, humility",data/shrines.csv#sant-satram-dham-raharki-sacho-satram-devri-sahib,,,
dates:shah-abdul-karim-bulri:83afee3c,dates,3,"Shah Abdul Karim Bulri — b. 1536, d. 1623 [CE]",year,0.95,,,"Shah Abdul Karim (1536–1623) was born into a Sayyid family of Matiari but spent most of his life at Bulri, from which he takes his epithet. He is remembered as a mystic of simple, laborious",data/shrines.csv#shrine-of-shah-abdul-karim-bulri,,,
dates:shah-abdul-latif-bhittai:6c6fa01d,dates,3,"Shah Abdul Latif Bhittai — b. 1689, d. 1752 [CE]",year,0.95,,,"Abdul Latif was born in 1689 into a Sayyid family of Sindh, descendants of a line of saints; his ancestor Shah Abdul Karim of Bulri was himself a noted mystic",data/shrines.csv#bhit-bhit-shah,,,
dates:shah-abul-muali-qadri:3fd0763d,dates,3,"Shah Abul Muali Qadri (Hazrat Syed Muhammad Khair ul Deen) — b. 10 Zil Hajj 960 Hijri, d. 16 Rabi ul Awal 1024 Hijri [AH]",exact-date,0.95,,,"Tradition holds that Shah Abul Muali was born on 10 Zil Hajj 960 Hijri in Kirman, Iran, the son of Syed Rehmatullah Kirmani, of the Kirmani Sadaat. His *kunyat* was Abul Muali,",data/shrines.csv#darbar-abul-muali-qadri,,,
dates:shah-gohar-peer:dcb5c227,dates,3,"Hazrat Shah Gohar Peer — b. 11 Rabīʿ al-Sānī 729 AH, d. 21 Ramzan 825 AH [AH]",exact-date,0.95,,saint,"was born on 11 Rabīʿ al-Sānī 729 AH at Uch Sharif. His father, Syed Ul Hassan Kabeer, is described as a pious Sufi and a scholar of *dīn* (religion)",entries/entry_shah_gohar_peer.md,,,
dates:shah-hussain:8ce8c034,dates,3,"Shah Hussain — b. 1538, d. 1599 [CE]",year,0.95,,,"Hussain was born in Lahore in 1538 into a family of weavers — his father, by tradition, a craftsman who stitched uniforms for the army of the Emperor",data/shrines.csv#shrine-of-hazrat-madho-lal-hussain-shah-hussain-darbar,,,
dates:shah-rukn-e-alam:f013c467,dates,3,"Shah Rukn-e-Alam — b. 1251, d. 1335 [CE]",year,0.95,,,"Rukn-ud-Din was born in Multan in 1251, the grandson of Baha-ud-Din Zakariya and son of Sadr-ud-Din Arif, into the leading Suhrawardi family of the",data/shrines.csv#shrine-of-shah-rukn-e-alam,,,
dates:shams-ali-qalandar:e36d7cbe,dates,3,"Shams Ali Qalandar — b. c. 1873, d. Tuesday, the sixth of September 1966 [CE]",exact-date,0.95,,,"Tradition records that Shams Ali Qalandar died on Tuesday, the sixth of September 1966, at the advanced age of about ninety-three, at Dhaliana in the Shamsabad area, where his",data/shrines.csv#shamsabad,,,
dates:sufi-shah-inayat-shaheed:276b5385,dates,3,Sufi Shah Inayat Shaheed — d. 1718 [CE],year,0.95,,,"after a long resistance he was taken by treachery and put to death in 1718. He is remembered ever after as *Shaheed*,",data/shrines.csv#dargah-roza-sufi-shah-inayat-shaheed,,,
dates:sultan-bahoo:8066cfd7,dates,3,"Sultan Bahoo — b. 1630, d. 1691 [CE]",year,0.95,,,"Bahu was born in 1630 in the Shorkot region of Jhang, into an Awan family; his father was an official of the Mughal administration and his mother, Bibi Rasti,",data/shrines.csv#garh-maharaja-shorkot,,,
dates:sultan-qutb-ud-din-aibak:36035b5a,dates,3,"Sultan Qutb ud-Din Aibak — b. around 1150, d. November 1210 [CE]",year,0.95,,,"Born around 1150 in Turkestan, Aibak was sold into slavery as a child and eventually rose, through service to the Ghurid ruler Muhammad Ghori, to",data/shrines.csv#tomb-of-qutbuddin-aibak,,,
dates:syed-abdul-razzaq:b16ce1c3,dates,3,Syed Abdul Razzaq — d. 1657 CE [CE],year,0.95,,,"Given the honorific ""Chiragh,"" meaning lamp, by his grandfather Hazrat Abdul Qadir Sani, he flourished during the reign of the Mughal emperor Shah Jahan and died in 1657 CE. His mausoleum",data/shrines.csv#shrine-of-baba-shah-chiragh,,,
dates:syed-ali-tirmizi:517c319d,dates,3,"Syed Ali Tirmizi — b. c. 1502, d. 1583 [CE]",circa,0.95,,,"*Syed Ali Tirmizi* (c. 1502–1583), the Sufi saint universally known as *Pir Baba*, one of the most revered holy figures of the Pashtun lands. Of",data/shrines.csv#shrine-of-pir-baba-syed-ali-tirmizi,,,
dates:syed-miran-hussain-zanjani:db31a547,dates,3,"Syed Miran Hussain Zanjani — b. 958 CE, d. 1042 CE [CE]",year,0.95,,,"A Hussaini Syed born in 958 CE in Zanjan, in present-day Iran, he travelled to Lahore around 998 CE on the instruction of his spiritual master, Sheikh Abu al-Fazal Khatil, and is",data/shrines.csv#shrine-of-miran-hussain-zanjani-zanjani-sahib,,,
